Category,SUB Category,Item Name,CAPACITY,Unit,Supplier,List Price,Discount,DP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
SPP,SPP,SPP 022,1,Nos,Ajitesh,555,37,349.65,,,,
MCCB ,MCCB 3P,MCCB  16A  THREE POLE ,16,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  25A  THREE POLE ,25,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  32A  THREE POLE ,32,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  40A  THREE POLE ,40,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  50A  THREE POLE ,50,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  63A  THREE POLE ,63,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  80A  THREE POLE ,80,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  100A  THREE POLE ,100,Nos,Satyam,14460,60,5784,,,,
MCCB ,MCCB 3P,MCCB  125A  THREE POLE ,125,Nos,Satyam,16050,60,6420,,,,
MCCB ,MCCB 3P,MCCB  160A  THREE POLE ,160,Nos,Satyam,21260,60,8504,,,,
MCCB ,MCCB 3P,MCCB  200A  THREE POLE ,200,Nos,Satyam,30620,60,12248,,,,
MCCB ,MCCB 3P,MCCB  250A  THREE POLE ,250,Nos,Satyam,33960,60,13584,,,,
MCCB ,MCCB 4P,MCCB  16A  FOUR   POLE ,16,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  25A  FOUR POLE ,25,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  32A  FOUR POLE ,32,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  40A FOUR POLE ,40,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  50A  FOUR POLE ,50,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  63A  FOUR POLE ,63,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  80A  FOUR POLE ,80,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  100A FOUR POLE ,100,Nos,Satyam,18060,60,7224,,,,
MCCB ,MCCB 4P,MCCB  125A  FOUR POLE ,125,Nos,Satyam,19930,60,7972,,,,
MCCB ,MCCB 4P,MCCB  160A  FOUR POLE ,160,Nos,Satyam,25320,60,10128,,,,
MCCB ,MCCB 4P,MCCB  200A  FOUR POLE ,200,Nos,Satyam,37940,60,15176,,,,
MCCB ,MCCB 4P,MCCB  250A  FOUR POLE ,250,Nos,Satyam,33960,60,13584,,,,
MCCB ,MCCB 4P,MCCB  320A  FOUR POLE ,320,Nos,Satyam,57610,60,23044,,,,
MCCB ,MCCB 4P,MCCB  630A  FOUR POLE ,630,Nos,Satyam,89000,60,35600,,,,
MCCB ,SPREADER,MCCB BUS BAR CONNECTOR    (3P SPREADER PH BARRIERS),3,Nos,Satyam,1230,50,615,,,,
MCCB ,SPREADER,MCCB BUS BAR CONNECTOR    (4P SPREADER PH BARRIERS),4,Nos,Satyam,1630,50,815,,,,
MCCB ,EXTENDED ROTARY,EXTENDED ROTARY HANDLE  (CVS 100/160/250) ,3,Nos,Satyam,3300,50,1650,,,,
MCCB ,EXTENDED ROTARY,EXTENDED ROTARY HANDLE  4P(CVS 100/160/250) ,4,Nos,Satyam,5870,50,2935,,,,
MCCB ,EXTENDED ROTARY,EXTENDED ROTARY HANDLE  4P(CVS 320A) ,320,Nos,Satyam,4680,50,2340,,,,
Timer,TIMER MULTISPAN,TIMER MULTISPAN 60S,60,Nos,Anuroop,870,30,609,,,,
Timer,TIMER MULTISPAN,TIMER MULTISPAN 30S,30,Nos,Anuroop,870,30,609,,,,
Z Clamp,Z Clamp,Z CLAMP ,1,Nos,Anuroop,11,0,11,,,,
BUSBAR,,BUSBAR ,1,Nos,,450,0,450,,,,
Wire,,2 Core Shielded,,Meter,Thakur,25,0,25,,,,
Panel stickers,,Panel Guid Sticker,,Nos,,50,0,50,,,,
Moadbus Pin,,Moadbus connector pin ,,Nos,,250,0,250,,,,
VFD,CG,"CG-0.75KW-HD,1HP,380-480V (200X80X150)",0.75,Nos,INNOVATORS ELECRICAL,21328,50,10664,,,,
VFD,CG,"CG-1.5KW-HD,2HP,380-480V (200X80X150)",1.5,Nos,INNOVATORS ELECRICAL,22475,50,11237.5,,,,
VFD,CG,"CG-2.2KW-HD,3HP,380-480V (200X80X150)",2.2,Nos,INNOVATORS ELECRICAL,25784,50,12892,,,,
VFD,CG,"CG-3.7KW-HD,5HP,380-480V (186.6X116.6X175)",3.7,Nos,INNOVATORS ELECRICAL,29508,50,14754,,,,
VFD,CG,"CG-7.5KW-HD,10HP,380-480V (249X146X177)",7.5,Nos,INNOVATORS ELECRICAL,44749,50,22374.5,,,,
VFD,CG,"CG-11KW-HD,15HP,380-480V (249X146X177)",11,Nos,INNOVATORS ELECRICAL,54457,44,30495.92,,,,
VFD,CG,"CG-15KW-HD,20HP,380-480V (300X198X185)",15,Nos,INNOVATORS ELECRICAL,66888,44,37457.28,,,,
VFD,CG,"CG-18.5KW-HD,25HP,380-480V (300X198X185)",18.5,Nos,INNOVATORS ELECRICAL,74531,44,41737.36,,,,
VFD,CG,"CG-22KW-HD,30HP,380-480V (300X198X185)",22,Nos,INNOVATORS ELECRICAL,83341,44,46670.96,,,,
VFD,CG,CG-4.4KW-ND(6HP)380-480V (186.6X116.6X175),4.4,Nos,INNOVATORS ELECRICAL,31983.4,44,17910.704,,,,
VFD,CG,"9.3KW-HD,12.5HP,380-480V (300X198X185)",9.3,Nos,,54457,44,30495.92,,,,
VFD,DANFOS,"3KW-HD,4HP,380-480V ",3,Nos,INNOVATORS ELECRICAL,29508,50,14754,,,,
Lugs,,Lugs End Sleeve 1 Sqmm,1,Nos,Anuroop,1,0,1,,,,
VFD,CG,"5.5KW-ND,7.5HP,380-480V (186.6X116.6X175)",5.5,Nos,INNOVATORS ELECRICAL,29508,52,14163.84,,,,
VFD,DELTA," DELTA 5.5KW-ND,7.5HP,380-480V (186.6X116.6X175)",5.5,Nos,DELTA DRIVE,14000,0,14000,,,,
VFD,CG,"4KW-HD,5.5HP,380-480V (186.6X116.6X175)",4,Nos,INNOVATORS ELECRICAL,29508,50,14754,,,,
VFD,CG,"0.75KW-HD,1HP,380-480V (200X80X150)",0.75,Nos,INNOVATORS ELECRICAL,21328,60,8531.2,,,,
VFD,CG,"1.5KW-HD,2HP,380-480V (200X80X150)",1.5,Nos,INNOVATORS ELECRICAL,22475,60,8990,,,,
VFD,CG,"2.2KW-HD,3HP,380-480V (200X80X150)",2.2,Nos,INNOVATORS ELECRICAL,25784,60,10313.6,,,,
VFD,CG,"3.7KW-HD,5HP,380-480V (186.6X116.6X175)",3.7,Nos,INNOVATORS ELECRICAL,29508,60,11803.2,,,,
VFD,CG,"5.5KW-HD,7.5HP,380-480V (186.6X116.6X175)",5.5,Nos,INNOVATORS ELECRICAL,37291,60,14916.4,,,,
VFD,CG,"7.5KW-HD,10HP,380-480V (249X146X177)",7.5,Nos,INNOVATORS ELECRICAL,44749,60,17899.6,,,,
VFD,CG,"11KW-HD,15HP,380-480V (249X146X177)",11,Nos,INNOVATORS ELECRICAL,54457,60,21782.8,,,,
VFD,CG,"15KW-HD,20HP,380-480V (300X198X185)",15,Nos,INNOVATORS ELECRICAL,66888,60,26755.2,,,,
VFD,CG,"18.5KW-HD,25HP,380-480V (300X198X185)",18.5,Nos,INNOVATORS ELECRICAL,74531,60,29812.4,,,,
VFD,CG,"22KW-HD,30HP,380-480V (300X198X185)",22,Nos,INNOVATORS ELECRICAL,83341,60,33336.4,,,,
VFD,CG,1.1KW-ND(1.5HP)380-480V (186.6X116.6X175),1.1,Nos,INNOVATORS ELECRICAL,22475,60,8990,,,,
,1,L TYPE INSULATOR ,,Nos,,20,0,20,,,,
,1,Z TYPE INSULATOR,,Nos,,20,0,20,,,,
,1,CONICAL TYPE INSULATOR 40MM,40,Nos,,20,0,20,,,,
SLEEVE,RED,BUS BAR SLEEVE RED,,METER,,15,0,15,,,,
SLEEVE,YELLOW,BUS BAR SLEEVE YELLOW,,METER,,15,0,15,,,,
SLEEVE,BLUE,BUS BAR SLEEVE BLUE,,METER,,15,0,15,,,,
SLEEVE,BLACK,BUS BAR SLEEVE BLACK,,METER,,15,0,15,,,,
TERMINAL,RED,CBB TERMINAL RED 35-50,50,NOS,,200,0,200,,,,
TERMINAL,YELLOW,CBB TERMINAL YELLOW 35-51,51,NOS,,200,0,200,,,,
TERMINAL,BLUE,CBB TERMINAL BLUE 35-52,52,NOS,,200,0,200,,,,
TERMINAL,BLACK,CBB TERMINAL BLACK 35-53,53,NOS,,200,0,200,,,,
TERMINAL,GREY,CBB TERMINAL GREY 35-54,54,NOS,,200,0,200,,,,
,1,EMERGENCY STOP BUTTON,,Nos,,150,0,150,,,,
,1,3 PIN  SOCKET,,Nos,,1500,0,1500,,,,
,1,AIR FILTER (PEACOCK),,Nos,,47,30,32.9,,,,
CONTACTOR,LNT,CONTACTOR 115 amp,115,Nos,,15339,50,7669.5,,,,
CONTACTOR,LNT,CONTACTOR 65 amp,65,Nos,,3560,57,1530.8,,,,
ADD ON BLOCK,1,ADD ON BLOCK,,Nos,,190,0,190,,,,
WIRE,RED,WIRE  35 SQMM RED,35,Nos,THAKUR,567,30,396.9,,,,
WIRE,YELLOW,WIRE  35 SQMM YELLOW,35,Nos,THAKUR,567,30,396.9,,,,
WIRE,BLUE,WIRE  35 SQMM BLUE,35,Nos,THAKUR,567,30,396.9,,,,
WIRE,BLACK,WIRE  35 SQMM BLACK,35,Nos,THAKUR,567,30,396.9,,,,
Luga,1,LUGS PIN TYPE  COPPER ,,Nos,,15,0,15,,,,
Lugs,1,LUGS  RING TYPE  COPPER ,,Nos,,15,0,15,,,,
Nuts ,1,nut bolt 8*12 ,,Nos,,5,0,5,,,,
Nuts ,1,nut bolt 6*10 ,,nos,,5,0,5,,,,
,1,Washor ,,Nos,,5,0,5,,,,
board,1,Switch board ,,Nos,,200,0,200,,,,
,1,Motor protection relay ,,Nos,,2000,0,2000,,,,
metal box,1,metal box,,Nos,,55000,0,55000,,,,
OLR,1,Thermal O/L  90-150A,150,Nos,,8540,40,5124,,,,
ATS,1,ATS 75hp (ELMEASURE 160A),160,Nos,,27709,0,27709,,,,
,1,Ammeter 0-150A (Multispan),150,Nos,,785,0,785,,,,
,1,C.T.150/5A (Std.),5,Nos,,200,0,200,,,,
Metal Box,1,Metal Box 700*500*400 (1.6mm) ATS,,Nos,Anand Engineering,15000,0,15000,,,,
Metal Box,1,Metal Box 1000*1000*600 (1.6mm) LT,,Nos,Anand Engineering,30000,0,30000,,,,
Metal Box,1,Metal Box 230*190*125 ,,Nos,Anand Engineering,500,0,500,,,,
Transformer,T,Transformer ,,Nos,,200,0,200,,,,
Controller,A-STP,AIPCU WITH HMI DISPLAY - STP,,Nos,SAARK,50000,50,25000,,,,
Controller,GIC,GIC WATER LEVEL CONTROLLER ,,Nos,GIC,1500,0,1500,,,,
Controller,,GIC CONTROLLER,,Nos,,1900,0,1900,,,,
CONTACTOR,,CONTACTOR 0901 N5,9,Nos,Satyam,1512,52,725.76,,,,
CONTACTOR,,CONTACTOR 1201 N5,12,Nos,Satyam,1512,52,725.76,,,,
CONTACTOR,,CONTACTOR 1801 N5,18,Nos,Satyam,1512,52,725.76,,,,
CONTACTOR,,CONTACTOR 2501 N5,25,Nos,Satyam,1512,52,725.76,,,,
CONTACTOR,,CONTACTOR 3201 N5,32,Nos,Satyam,1512,52,725.76,,,,
CONTACTOR,,CONTACTOR 3801 N5,38,Nos,Satyam,1512,52,725.76,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 63A,63,Nos,Anuroop,1168,40,700.8,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 80A,80,Nos,Anuroop,3003,40,1801.8,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 100A,100,Nos,Anuroop,3748,40,2248.8,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 125A,125,Nos,Anuroop,4684,40,2810.4,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 16A,16,Nos,Anuroop,847,40,508.2,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 20A,20,Nos,Anuroop,870,40,522,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 25A,25,Nos,Anuroop,944,40,566.4,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 32A,32,Nos,Anuroop,977,40,586.2,,,,
switch,LOAD BREAKER,3 POLE SWITCH DOOR MOUNT (YELLOW) 40A,40,Nos,Anuroop,1105,40,663,,,,
METAL BOX,METEL BOX,METAL BOX 500x600x250 (HMI 2PUMP) UPTO 3HP,3,NOS,DB INDUSRIES,3500,0,3500,,,,
METAL BOX,PUMP,METAL BOX 500x700x250 (HMI 3PUMP) ,,NOS,DB INDUSRIES,4700,0,4700,,,,
METAL BOX,PUMP,METAL BOX 500x700x300 (HMI 3PUMP) ,,NOS,DB INDUSRIES,5500,0,5500,,,,
METAL BOX,PUMP,METAL BOX 600x800x300 (HMI 3PUMP) ,,NOS,DB INDUSRIES,8500,0,8500,,,,
METAL BOX,VFD,METAL BOX 550x700x330 MULTY VFD,,NOS,DB INDUSRIES,4700,0,4700,,,,
METAL BOX,VFD,METAL BOX 600x800x330 MULTY VFD,,NOS,DB INDUSRIES,6500,0,6500,,,,
power ,SMPS,SMPS,,NOS,,500,0,500,,,,
VFD,Schineder,7.5hp 5.5 KW VFD,7.5,NOS,Satyam Schineder,14100,0,14100,,,,
VFD,Schineder,2HP 4.2 A VFD,4.2,NOS,Satyam Schineder,9858,0,9858,11336.7,,,
VFD,Schineder,3HP 5.5 A VFD,5.5,NOS,Satyam Schineder,11024,0,11024,12677.6,,,
VFD,Schineder,5HP 8.9 A VFD,8.9,NOS,Satyam Schineder,13250,0,13250,3000,,,
VFD,Schineder,7.5HP 12.1 A VFD,12.1,NOS,Satyam Schineder,14946,0,14946,,,,
VFD,Schineder,10HP 16 A VFD,16,NOS,Satyam Schineder,18020,0,18020,,,,
VFD,Schineder,15HP 22.8 A VFD,22.8,NOS,Satyam Schineder,24380,0,24380,,,,
VFD,Schineder,20HP 36 A VFD,36,NOS,Satyam Schineder,32330,0,32330,,,,
VFD,Schineder,30HP 43 A VFD,43,NOS,Satyam Schineder,46852,0,46852,,,,
METAL BOX,MB,METAL BOX FOR 6 PUMP ,,NOS,,15000,0,15000,,,,
,CG,1HP SINGLE PHASE VFD CG ,1,NOS,,15000,61,5850,,,,
VFD,DANFOSS,"0.37KW,0.5HP,380-480V",0.37,NOS,INNODRIVES DANFOSS,8103,0,8103,,,,
VFD,DANFOSS,"0.75KW, 1HP,380-480V",0.75,NOS,INNODRIVES DANFOSS,8400,0,8400,,,,
VFD,DANFOSS,"1.5KW,2HP,380-480V",1.5,NOS,INNODRIVES DANFOSS,11462,0,11462,,,,
VFD,DANFOSS,"2.2KW,3HP,380-480V",2.2,NOS,INNODRIVES DANFOSS,14168,0,14168,,,,
VFD,DANFOSS,"3KW,4HP,380-480V",3,NOS,INNODRIVES DANFOSS,16858,0,16858,,,,
VFD,DANFOSS,"4KW,5HP,380-480V",4,NOS,INNODRIVES DANFOSS,18146,0,18146,,,,
VFD,DANFOSS,"5.5KW, 7.5HP, 380-480V",5.5,NOS,INNODRIVES DANFOSS,21032,0,21032,,,,
VFD,DANFOSS,"7.5KW,10HP,380-480V",7.5,NOS,INNODRIVES DANFOSS,23755,0,23755,,,,
VFD,DANFOSS,"11KW,15HP,380-480V ",11,NOS,INNODRIVES DANFOSS,34401,0,34401,,,,
VFD,DANFOSS,"15KW,20HP,380-480V",15,NOS,INNODRIVES DANFOSS,39586,0,39586,,,,
VFD,DANFOSS,"18.5KW,25HP,380-480V ",18.5,NOS,INNODRIVES DANFOSS,48716,0,48716,,,,
VFD,DANFOSS,"22KW,30HP,380-480V ",22,NOS,INNODRIVES DANFOSS,57078,0,57078,,,,
VFD,DANFOSS,"30KW,40HP,380-480V ",30,NOS,INNODRIVES DANFOSS,83300.8,0,83300.8,,,,
VFD,DANFOSS,"38KW,50HP,380-480V ",38,NOS,INNODRIVES DANFOSS,83489.7,0,83489.7,,,,
VFD,DANFOSS,"47KW,60HP,380-480V ",47,NOS,INNODRIVES DANFOSS,116859.75,0,116859.75,,,,
VFD,DANFOSS,"75KW,140 AMP ,380-480V ",140,NOS,INNODRIVES DANFOSS,162906.45,0,162906.45,,,,
VFD,DELTA," 230V, 0.4KW / 0.5HP, Inbuilt detachable display unit",0.4,NOS,DELTA MS SERISE VFD2A8MS21ANSAA,8882,0,8882,,,,
VFD,DELTA,"230V, 0.75KW / 0.1HP, Inbuilt detachable display unit",0.75,NOS,DELTA MS SERISE VFD4A8MS21ANSAA,9720,0,9720,,,,
VFD,DELTA," 230V, 1.5KW / 2HP, Inbuilt detachable display unit",1.5,NOS,DELTA MS SERISE VFD7A5MS21ANSAA,10373,0,10373,,,,
VFD,DELTA," 230V, 2.2KW / 3HP, Inbuilt detachable display unit",2.2,NOS,DELTA MS SERISE VFD11AMS21ANSAA,11739,0,11739,,,,
VFD,DELTA," 415V, 0.4KW / 0.5HP, Inbuilt detachable display unit",0.4,NOS,DELTA MS SERISE VFD1A5MS43ANSAA,10671,0,10671,,,,
VFD,DELTA," 415V, 0.75KW / 1HP, Inbuilt detachable display unit",0.75,NOS,DELTA MS SERISE VFD2A7MS43ANSAA,11205,0,11205,,,,
VFD,DELTA," 415V, 1.5KW / 2HP, Inbuilt detachable display unit",1.5,NOS,DELTA MS SERISE VFD4A2MS43ANSAA,11863,0,11863,,,,
VFD,DELTA," 415V, 2.2KW / 3HP, Inbuilt detachable display unit",2.2,NOS,DELTA MS SERISE VFD5A5MS43ANSAA,13708,0,13708,,,,
VFD,DELTA," 415V, 4KW / 5HP, Inbuilt detachable display unit",4,NOS,DELTA MS SERISE VFD9A0MS43ANSAA,15677,0,15677,,,,
VFD,DELTA," 415V, 5.5KW / 7.5HP, Inbuilt detachable display unit",5.5,NOS,DELTA MS SERISE VFD13AMS43ANSAA,21690,0,21690,,,,
VFD,DELTA," 415V, 7.5KW / 10HP,  Inbuilt detachable display unit",7.5,NOS,DELTA MS SERISE VFD17AMS43ANSAA,22466,0,22466,,,,
VFD,DELTA," 415V, 11KW /15HP,  Inbuilt detachable display unit",11,NOS,DELTA MS SERISE VFD25AMS43ANSAA,27473,0,27473,,,,
VFD,DELTA," 415V, 15KW / 20HP,  Inbuilt detachable display unit",15,NOS,DELTA MS SERISE VFD32AMS43ANSAA,34206,0,34206,,,,
VFD,DELTA," 415V, 18.5KW / 25HP, Inbuilt detachable display unit",18.5,NOS,DELTA MS SERISE VFD38AMS43ANSAA,45827,0,45827,,,,
VFD,DELTA," 415V, 22KW / 30HP, Inbuilt detachable display unit",22,NOS,DELTA MS SERISE VFD45AMS43ANSAA,49461,0,49461,,,,
VFD,DELTA," 415V,30KW / 40HP, Inbuilt detachable display unit",30,NOS,DELTA MS SERISE VFD300CP43B-21,57100,0,57100,,,,
VFD,DELTA," 415V, 35KW / 50HP, Inbuilt detachable display unit",35,NOS,DELTA MS SERISE VFD370CP53B-21,73450,0,73450,,,,
VFD,DELTA," 415V, 45KW / 60HP, Inbuilt detachable display unit",45,NOS,DELTA MS SERISE VFD45AMS43ANSAA,43990,0,43990,,,,
VFD,DELTA," 415V, 75KW / 75HP 144 AMP ",144,NOS,,133677.5,0,133677.5,,,,
Soft Starter ,LNT,15 HP L&T SOFT STARTER ,15,NOS,AGC,45837,0,45837,,,,
Soft Starter ,LNT,20 HP L&T SOFT STARTER,20,NOS,AGC,47000,0,47000,,,,
Soft Starter ,LNT,30 HP L&T SOFT STARTER,30,NOS,AGC,50825,0,50825,,,,
Soft Starter ,LNT,40 HP L&T SOFT STARTER,40,NOS,AGC,52773,0,52773,,,,
Soft Starter ,LNT,50 HP L&T SOFT STARTER,50,NOS,AGC,52773,0,52773,,,,
STP METAL BOX,STAND,"FABRICATION, POWDER COATING PANEL WITH STAND ",,NOS,DB,52773,0,52773,,,,
FIRE,system,fire suppression system,,NOS,FIRE,25000,0,25000,,,,
,X,BUSBAR 50X20,,NOS,FIRE,3000,0,3000,,,,
TERMINAL,AMP,PVC TERMINAL 6AMP,6,NOS,FIRE,3000,0,3000,,,,
CONTACTOR ,CONTACTOR,IDEAL CONTACTOR ,,NOS,FIRE,3000,0,3000,,,,
PAKEGING,SMALL,RAPING ROLL SMALL,,NOS,FIRE,3000,0,3000,,,,
PAKEGING,BIG,RAPING ROLL  BIG ,,NOS,FIRE,3000,0,3000,,,,
MCB,SI-MCB,SI-MCB 3P 63A,63,Nos,SIMENS ,3149,69,976.19,,,,
MCB,SI-MCB,SI--MCB 3P 40A,40,Nos,SIMENS ,2820,69,874.2,,,,
MCB,SI-MCB,SI-MCB 3P 25A,25,Nos,SIMENS ,2015,69,624.65,,,,
MCB,SI-MCB,SI-MCB 3P 20A,20,Nos,SIMENS ,2015,69,624.65,,,,
MCB,SI-MCB,SI-MCB 3P 16A,16,Nos,SIMENS ,2015,69,624.65,,,,
MCB,SI-MCB,SI-MCB 3P 10A,10,Nos,SIMENS ,2015,69,624.65,,,,
MCB,SI-MCB,SI-MCB 3P 6A,6,Nos,SIMENS ,2015,69,624.65,,,,
CT,CT,C.T.100/5A (Std.),5,Nos,,400,0,400,,,,
Metal Box,1,Metal Box 950*750*400 (1.6mm) ATS,,Nos,Anand Engineering,25000,0,25000,,,,
Metal Box,1,SDF FN250TPF,250,Nos,Anand Engineering,19580,50,9790,,,,
Metal Box,1,Metal box 750*1000*350(2 vfd Outdoor Panel) ,,Nos,Anand Engineering,14000,0,14000,,,,
Metal Box,1,Metal Box 600*500*250 (1.2mm) HMI PANEL,,Nos,Anand Engineering,3700,0,3700,,,,
Metal Box,1,Metal Box 700*500*250 (1.2mm) HMI PANEL,,Nos,Anand Engineering,5200,0,5200,,,,
Metal Box,1,Metal Box 850*1200*350 (1.2mm) HMI PANEL(15KW 3 PUMP),15,Nos,Anand Engineering,14000,0,14000,,,,
CONTACTOR,,50A L&T,50,Nos,AJITESH,7640,40,4584,,,,
,1,50 A SEMINS,50,Nos,ANUROOP,10575,51,5181.75,,,,
METAL BOX,HP,METAL BOX 500x600x240 (HMI 2PUMP) UPTO 3HP,3,NOS,DB INDUSRIES,4500,0,4500,,,,
METAL BOX,HP,METAL BOX 500x600x240 (HMI 2PUMP) UPTO 5HP,5,NOS,DB INDUSRIES,4700,0,4700,,,,
METAL BOX,indore,METAL BOX 600x1200x350 1pump indore,,NOS,DB INDUSRIES,16000,0,16000,,,,
METAL BOX,indore,METAL BOX 600x800x350 1pump indore,,NOS,DB INDUSRIES,12000,0,12000,,,,
VFD,VFD,"18KW,20HP DELTA VFD ",18,NOS,,54445.2,0,54445.2,,,,
METAL BOX,INDOOR,25HP 1PUMP METEL BOX VFD INDOOR,25,NOS,DB INDUSRIES,7000,0,7000,,,,
METAL BOX,OUTDOOR,25HP 1PUMP METEL BOX VFD OUTDOOR,25,NOS,DB INDUSRIES,15000,0,15000,,,,
METAL BOX,INDOOR,METAL BOX 1150X1400X450 INDOOR ,,NOS,DB INDUSRIES,22000,0,22000,,,,
DVM,ammeter,Digital voltmeter ammeter,,NOS,,2500,0,2500,,,,
stop button,button,Emergency stop push button,,NOS,,170,0,170,,,,
DVM,meter,DVM Multy function meter,,NOS,,2500,0,2500,,,,
CHOCK,CHOKE,30KW 40HP 8A CHOKE ,8,NOS,,13000,0,13000,,,,
SFU,BOS,SWITCH FUSE UNIT (OPEN BOS),,NOS,AJITESH( L& T),12000,0,12000,,,,
FUSE,TUBE,SFU FUSE TUBE,,NOS,AJITESH( L& T),1000,0,1000,,,,
SI,AO,SIGNAL ISOLATOR (4-20MA for AI & AO),,NOS,ANUROOP MULTISPAN ,4175,32,2839,,,,
metal BOX,DLC,FLAME PROOF PANEL ( DLC),,NOS,ANUROOP MULTISPAN ,25000,0,25000,,,,
metal BOX,PANEL,22 KW 30HP 1 PUMP INDOOR PANEL ,22,NOS,ANUROOP MULTISPAN ,20000,0,20000,,,,
Choke,AMP, VFD CHOKE (20 HP 15KW  (CHOKE CURRENT  40 AMP)) ,40,NOS,RAJ ELECTRICAL ,6785,0,6785,,,,
Metal Box,1,Metal Box 1000*1500*350 (1.6) HMI PANEL(15KW 2 PUMP),15,Nos,db ,22000,0,22000,,,,
METAL BOX,PANEL,METAL BOX 750x650x350 (HMI 2PUMP)  5HP OUTDOOR PANEL ,5,NOS,DB INDUSRIES,12500,0,12500,,,,
SFU,SIEMENS,3KL8221-5TA00 125A SFU OPEN SIEMENS,125,NOS,ANUROOP ,12245,45,6734.75,,,,
CONTACTOR,SIEMENS, 9A 3P 24VDC NO CONTACTOR SIEMENS,9,NOS,ANUROOP ,3300,45,1815,,,,
CONTACTOR,SIEMENS,22A 3P 24VDC  CONTACTOR SIEMENS,22,NOS,ANUROOP ,5480,45,3014,,,,
CONTACTOR,SIEMENS, 38A 3P 24VDC CONTACTOR SIEMENS,38,NOS,ANUROOP ,15190,45,8354.5,,,,
MFM,PLUS,MULTY FUNCTION METER PM 130 EH PLUS,,NOS,ANUROOP ,20000,0,20000,,,,
PANEL BOX,D, PANEL BOX 600 W * 600 H * 350 D,600,NOS,DHUPPAR BROTHERS.,17000,0,17000,,,,
METAL BOX ,PANEL,METAL BOX 450*350*250MM OUTDOOR PANEL ,,NOS,,9000,0,9000,,,,
METAL BOX ,PANEL,METAL BOX 500*600*250MM OUTDOOR PANEL ,,NOS,,13000,0,13000,,,,
RELAY,SALZER,MSP 2P 240 VAC 8PIN RELAY SALZER,,NOS,ANUROOP,283,0,283,,,,
Metal Box,1,Metal box 550X 700X330 3 MULTY VFD ,,Nos,Anand Engineering,4700,0,4700,,,,
Metal Box,1,Metal box 600X 700X300 2 VFD 4 PUMP,,Nos,Anand Engineering,15000,0,15000,,,,
Metal Box,1,Metal box 1500X 2000X450 4 VFD 4 PUMP,,Nos,Anand Engineering,50000,0,50000,,,,
Metal Box,1,Metal box 1700X 1500X450 3VFD 3 PUMP,,Nos,Anand Engineering,55000,0,55000,,,,
Metal Box,1,Metal box 1700X 1500X450 2VFD 4 PUMP,,Nos,Anand Engineering,40000,0,40000,,,,
Metal Box,1,Metal box 1700X 1500X450 2VFD 3PUMP,,Nos,Anand Engineering,30000,0,30000,,,,
METAL BOX,VFD,900x600x300 - 3 PUMP HMI 1VFD,3,NOS,DB INDUSTRIES ,9000,0,9000,,,,
Metal Box,1,Metal Box 850*1200*350 (1.2mm) (11KW 3 PUMP) CONTROL PANEL BOX,11,Nos,Anand Engineering,15000,0,15000,,,,
Metal Box,1,Metal Box 850*1200*350 (1.2mm) HMI PANEL(11KW 3 PUMP),11,Nos,Anand Engineering,11000,0,11000,,,,
METAL BOX,PUMP,700x600x200 - 3 PUMP,3,NOS,DB INDUSTRIES ,6000,0,6000,,,,
METAL BOX,PANEL,3 COMPARTMENT CONTROL PANEL,,NOS,DB INDUSTRIES ,42000,0,42000,,,,
VFD CHOKE,1,VFD CHOKE 20AMP,20,Nos,,21440,0,21440,,,,
METAL BOX,PANEL,4 COMPARTMENT CONTROL PANEL,,NOS,DB INDUSTRIES ,56000,0,56000,,,,
